machine_type,task_type,time_of_day,weather_condition,month,day_of_week,context_risk_score,hazard_type,severity_score
Paver,General Construction,Unknown,Clear/Unknown,10,Tuesday,71.2,Struck-by,4.0
Crane,General Construction,Unknown,Clear/Unknown,10,Tuesday,43.58,Tip-over,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,10,Wednesday,42.67,Struck-by,1.0
Backhoe,Loading/Unloading,Unknown,Clear/Unknown,10,Wednesday,38.96,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,10,Wednesday,42.1,Tip-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Thursday,88.45,Struck-by,4.0
Loader,General Construction,Unknown,Clear/Unknown,11,Friday,34.04,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Friday,48.3,Struck-by,1.0
Loader,Mounting/Dismounting,Unknown,Clear/Unknown,11,Saturday,39.54,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,11,Monday,40.53,Tip-over,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,11,Monday,34.2,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,34.84,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Tuesday,44.08,Collision,1.0
Loader,General Construction,Unknown,Clear/Unknown,11,Tuesday,24.35,Other,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Tuesday,43.86,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Thursday,48.3,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,11,Thursday,40.14,Caught-in,1.0
Aerial Lift,Loading/Unloading,Evening,Snow/Ice,11,Friday,87.05,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,11,Monday,45.36,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,11,Tuesday,46.43,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,54.83,Struck-by,2.0
Crane,General Construction,Unknown,Clear/Unknown,11,Friday,73.14,Caught-in,4.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,11,Saturday,38.65,Fall,1.0
Dump Truck,Operating,Unknown,Clear/Unknown,11,Tuesday,39.38,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Tuesday,48.3,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,11,Tuesday,67.57,Struck-by,3.0
Forklift,Operating,Unknown,Clear/Unknown,11,Tuesday,41.8,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,11,Tuesday,40.47,Tip-over,1.0
Forklift,General Construction,Unknown,Clear/Unknown,11,Tuesday,39.0,Collision,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,43.83,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Wednesday,40.63,Fall,1.0
Loader,Maintenance,Unknown,Clear/Unknown,11,Wednesday,27.99,Pinch-Point,1.0
Loader,Excavation,Unknown,Clear/Unknown,11,Wednesday,57.72,Caught-in,3.0
Loader,General Construction,Unknown,Clear/Unknown,11,Monday,43.45,Struck-by,1.0
Aerial Lift,Setup/Positioning,Unknown,Clear/Unknown,11,Wednesday,34.57,Caught-in,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,11,Wednesday,40.79,Electrocution,1.0
Loader,General Construction,Unknown,Clear/Unknown,12,Monday,43.45,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,12,Monday,37.29,Caught-in,1.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,12,Tuesday,46.31,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,12,Tuesday,33.48,Fall,1.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,12,Thursday,23.79,Other,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Friday,77.45,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,12,Friday,55.45,Struck-by,1.0
Excavator,Operating,Unknown,Clear/Unknown,12,Tuesday,40.61,Struck-by,1.0
Loader,Operating,Unknown,Clear/Unknown,12,Tuesday,40.44,Struck-by,1.0
Crane,Operating,Unknown,Clear/Unknown,12,Tuesday,63.97,Struck-by,3.0
Backhoe,General Construction,Unknown,Clear/Unknown,12,Wednesday,39.83,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Thursday,46.43,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,12,Tuesday,65.83,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,12,Tuesday,31.88,Other,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,12,Thursday,50.92,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,12,Thursday,34.84,Fall,1.0
Excavator,Operating,Unknown,Clear/Unknown,12,Monday,36.11,Caught-in,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Monday,46.43,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,12,Monday,37.54,Fall,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,12,Monday,34.2,Fall,1.0
Crane,Loading/Unloading,Morning,Clear/Unknown,12,Monday,35.14,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,1,Thursday,45.36,Struck-by,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,1,Thursday,39.83,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,1,Friday,36.9,Caught-in,1.0
Grader,Loading/Unloading,Unknown,Clear/Unknown,1,Monday,31.1,Fall,1.0
Excavator,Excavation,Unknown,Clear/Unknown,1,Tuesday,41.05,Struck-by,1.0
Truck,General Construction,Unknown,Snow/Ice,1,Tuesday,100.0,Struck-by,1.0
Loader,Operating,Unknown,Snow/Ice,1,Tuesday,70.78,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,1,Tuesday,34.84,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Tuesday,68.43,Struck-by,3.0
Truck,Operating,Unknown,Clear/Unknown,1,Tuesday,48.3,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,1,Wednesday,45.36,Struck-by,1.0
Loader,Operating,Unknown,Clear/Unknown,1,Wednesday,40.44,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Friday,50.92,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,1,Friday,45.36,Struck-by,1.0
Truck,General Construction,Unknown,Snow/Ice,1,Tuesday,91.71,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,1,Tuesday,46.35,Other,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,1,Thursday,43.83,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Friday,46.43,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,1,Monday,37.54,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,1,Monday,43.83,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,1,Wednesday,64.67,Struck-by,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,1,Wednesday,29.98,Pinch-Point,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Wednesday,45.57,Struck-by,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,1,Thursday,60.06,Caught-in,3.0
Excavator,Operating,Unknown,Clear/Unknown,1,Thursday,34.21,Fall,1.0
Loader,Operating,Unknown,Clear/Unknown,1,Thursday,40.44,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,2,Monday,37.54,Fall,1.0
Roller,General Construction,Unknown,Clear/Unknown,2,Tuesday,40.17,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,2,Tuesday,39.66,Struck-by,1.0
Concrete Mixer,General Construction,Unknown,Clear/Unknown,2,Tuesday,51.56,Pinch-Point,3.0
Forklift,General Construction,Unknown,Clear/Unknown,2,Wednesday,51.69,Pinch-Point,3.0
Forklift,General Construction,Unknown,Clear/Unknown,2,Wednesday,38.57,Caught-in,1.0
Excavator,General Construction,Unknown,Clear/Unknown,2,Friday,45.36,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,2,Friday,37.54,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,2,Saturday,51.79,Electrocution,2.0
Roller,General Construction,Unknown,Clear/Unknown,2,Monday,58.79,Caught-in,3.0
Loader,General Construction,Unknown,Snow/Ice,2,Monday,71.17,Fall,1.0
Truck,General Construction,Unknown,Snow/Ice,2,Monday,91.71,Fall,1.0
Loader,Operating,Unknown,Clear/Unknown,2,Monday,40.44,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Tuesday,55.45,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,2,Tuesday,40.34,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Wednesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Thursday,47.19,Caught-in,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,2,Thursday,40.95,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Thursday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Friday,43.86,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,2,Friday,46.43,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,2,Friday,46.96,Other,3.0
Concrete Mixer,General Construction,Unknown,Clear/Unknown,2,Monday,74.11,Struck-by,4.0
Crane,General Construction,Unknown,Clear/Unknown,2,Tuesday,45.57,Struck-by,1.0
Truck,Operating,Evening,Clear/Unknown,2,Tuesday,59.1,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,2,Thursday,37.54,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Friday,55.45,Struck-by,1.0
Forklift,General Construction,Unknown,Snow/Ice,2,Monday,97.07,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,2,Monday,34.2,Fall,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,2,Monday,50.58,Electrocution,2.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,2,Tuesday,65.83,Struck-by,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,2,Tuesday,43.83,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,2,Wednesday,43.83,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Thursday,55.45,Struck-by,1.0
Excavator,Excavation,Unknown,Clear/Unknown,2,Thursday,41.05,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,2,Thursday,42.67,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,3,Saturday,41.27,Tip-over,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Monday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Monday,48.99,Electrocution,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,3,Tuesday,37.6,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Wind,3,Tuesday,75.71,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Wednesday,47.52,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,3,Wednesday,34.2,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Wednesday,55.45,Struck-by,1.0
Loader,Operating,Unknown,Clear/Unknown,3,Monday,40.44,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,3,Monday,67.57,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,50.92,Fall,1.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Wednesday,34.16,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,3,Wednesday,48.3,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,3,Monday,65.45,Struck-by,3.0
Crane,Operating,Unknown,Clear/Unknown,3,Monday,41.97,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,3,Monday,37.77,Collision,1.0
Crane,General Construction,Unknown,Clear/Unknown,3,Tuesday,67.57,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,3,Tuesday,77.45,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,64.96,Caught-in,3.0
Excavator,General Construction,Unknown,Clear/Unknown,3,Tuesday,70.29,Caught-in,4.0
Loader,General Construction,Unknown,Clear/Unknown,3,Wednesday,36.9,Caught-in,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,3,Thursday,37.54,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,3,Thursday,43.83,Struck-by,1.0
Truck,General Construction,Unknown,Snow/Ice,3,Thursday,91.71,Fall,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,3,Friday,34.2,Fall,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,3,Friday,40.53,Tip-over,1.0
Crane,General Construction,Unknown,Clear/Unknown,3,Sunday,67.57,Struck-by,3.0
Dump Truck,General Construction,Unknown,Clear/Unknown,3,Monday,45.91,Other,3.0
Forklift,Setup/Positioning,Unknown,Clear/Unknown,3,Tuesday,35.0,Fall,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,3,Wednesday,34.2,Fall,1.0
Loader,Operating,Unknown,Clear/Unknown,3,Wednesday,35.78,Caught-in,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,3,Wednesday,64.0,Struck-by,3.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,3,Thursday,34.84,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,3,Monday,43.45,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Tuesday,45.36,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,4,Tuesday,78.57,Struck-by,4.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,4,Tuesday,42.67,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Wednesday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Friday,56.82,Pinch-Point,3.0
Truck,Operating,Unknown,Clear/Unknown,4,Monday,40.63,Fall,1.0
Roller,Operating,Unknown,Clear/Unknown,4,Monday,70.63,Collision,4.0
Forklift,General Construction,Unknown,Clear/Unknown,4,Monday,60.57,Caught-in,3.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Wednesday,45.36,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,4,Thursday,26.32,Other,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,4,Thursday,34.2,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Friday,47.52,Struck-by,1.0
Aerial Lift,Operating,Unknown,Clear/Unknown,4,Friday,32.86,Fall,1.0
Paver,General Construction,Unknown,Clear/Unknown,4,Tuesday,56.28,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,48.02,Tip-over,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,41.89,Electrocution,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,43.83,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,34.2,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Friday,55.45,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,4,Friday,34.2,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,4,Friday,34.84,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Friday,55.45,Struck-by,1.0
Excavator,Excavation,Unknown,Clear/Unknown,4,Monday,41.05,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Monday,33.33,Contact-with,1.0
Crane,General Construction,Unknown,Clear/Unknown,4,Monday,78.57,Struck-by,4.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,4,Tuesday,42.67,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Thursday,55.45,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,4,Friday,45.57,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Monday,80.19,Caught-in,4.0
Truck,General Construction,Unknown,Clear/Unknown,4,Monday,48.99,Electrocution,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Tuesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Tuesday,55.45,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,34.2,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,28.44,Pinch-Point,1.0
Loader,General Construction,Unknown,Clear/Unknown,4,Wednesday,43.45,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,4,Wednesday,50.14,Pinch-Point,3.0
Truck,General Construction,Unknown,Clear/Unknown,5,Thursday,55.45,Struck-by,1.0
Truck,Mounting/Dismounting,Unknown,Clear/Unknown,5,Friday,46.91,Electrocution,1.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Friday,45.36,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Saturday,67.57,Struck-by,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,38.65,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Monday,41.43,Burns,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,40.53,Tip-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Tuesday,56.82,Pinch-Point,3.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,34.44,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Wednesday,78.57,Struck-by,4.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,5,Wednesday,38.65,Fall,1.0
Bulldozer,Loading/Unloading,Unknown,Clear/Unknown,5,Thursday,31.57,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,5,Thursday,40.95,Struck-by,1.0
Excavator,Operating,Unknown,Clear/Unknown,5,Thursday,34.21,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,5,Thursday,55.05,Fall,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,50.92,Fall,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,40.06,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,5,Monday,43.45,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Tuesday,30.05,Pinch-Point,1.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Wednesday,59.29,Caught-in,3.0
Grader,Excavation,Unknown,Clear/Unknown,5,Wednesday,36.84,Struck-by,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,5,Thursday,40.06,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Friday,77.45,Struck-by,3.0
Backhoe,Operating,Unknown,Clear/Unknown,5,Saturday,60.71,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,47.52,Struck-by,1.0
Excavator,Excavation,Unknown,Rain,5,Monday,53.02,Caught-in,1.0
Truck,Mounting/Dismounting,Unknown,Clear/Unknown,5,Tuesday,39.98,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,5,Tuesday,66.48,Fall,4.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,42.67,Struck-by,1.0
Roller,General Construction,Unknown,Clear/Unknown,5,Wednesday,41.97,Tip-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Wednesday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Wednesday,88.45,Struck-by,4.0
Forklift,General Construction,Unknown,Clear/Unknown,5,Thursday,68.43,Struck-by,3.0
Crane,General Construction,Unknown,Clear/Unknown,5,Thursday,67.57,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,5,Friday,55.45,Struck-by,1.0
Excavator,Excavation,Unknown,Clear/Unknown,5,Friday,41.05,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,5,Wednesday,34.98,Caught-in,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,5,Wednesday,42.67,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Wednesday,55.45,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,41.85,Tip-over,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Friday,62.14,Caught-in,3.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Friday,45.36,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Friday,45.57,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,5,Saturday,34.84,Fall,1.0
Crane,Mounting/Dismounting,Unknown,Clear/Unknown,5,Saturday,29.98,Pinch-Point,1.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Monday,34.16,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,6,Tuesday,37.29,Caught-in,1.0
Grader,General Construction,Unknown,Clear/Unknown,6,Tuesday,36.96,Struck-by,1.0
Dump Truck,Operating,Unknown,Muddy,6,Tuesday,57.27,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,6,Friday,45.57,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Friday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Wednesday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Thursday,55.45,Struck-by,1.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,6,Friday,46.31,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Friday,55.45,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,6,Sunday,34.2,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Tuesday,41.43,Burns,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Thursday,44.11,Collision,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Thursday,48.99,Electrocution,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Friday,41.43,Burns,1.0
Excavator,Excavation,Unknown,Clear/Unknown,6,Friday,41.05,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Monday,55.45,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,40.53,Tip-over,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,69.52,Struck-by,3.0
Loader,Operating,Unknown,Clear/Unknown,6,Thursday,33.85,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,6,Thursday,47.71,Tip-over,1.0
Crane,Operating,Unknown,Clear/Unknown,6,Friday,63.97,Struck-by,3.0
Excavator,General Construction,Unknown,Clear/Unknown,6,Friday,41.18,Electrocution,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Friday,55.45,Struck-by,1.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Monday,34.16,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Monday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Monday,77.45,Struck-by,3.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Monday,39.66,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Tuesday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Tuesday,31.88,Other,1.0
Crane,General Construction,Unknown,Clear/Unknown,7,Tuesday,78.57,Struck-by,4.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Tuesday,50.92,Fall,1.0
Dump Truck,Operating,Unknown,Clear/Unknown,7,Wednesday,39.38,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,7,Wednesday,43.83,Struck-by,1.0
Bulldozer,Operating,Unknown,Clear/Unknown,7,Thursday,35.33,Collision,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,7,Thursday,42.67,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,7,Thursday,39.66,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,7,Monday,42.67,Struck-by,1.0
Truck,Operating,Unknown,Rain,7,Monday,70.26,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Tuesday,50.92,Fall,1.0
